hs6,destination_iso3,model_rank,opportunity_score,ranker_score,predicted_export_usd,model_name
851770,SGP,8,1.3,-0.4594,2284817.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,SAU,9,0.6,-0.47297,824441.94,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,BGD,10,0.0,-0.4857,870906.4,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,SAU,1,100.0,1.261,207480320.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,ARE,2,80.7,0.74917,40294380.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,SGP,3,42.4,-0.26917,845359.25,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,USA,4,39.8,-0.33873,460411.4,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,NLD,5,32.9,-0.52221,458473.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,DEU,6,32.2,-0.54097,379991.97,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,GBR,7,30.9,-0.57458,125054.17,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,CHN,8,21.3,-0.82975,15394.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,HKG,9,16.5,-0.95729,5.08,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870321,BGD,10,0.0,-1.3972,86.65,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,SAU,1,100.0,1.57055,1122325600.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,ARE,2,97.7,1.51572,314071200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,CHN,3,34.9,0.02056,2153678.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,USA,4,25.6,-0.20321,1949696.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,HKG,5,25.3,-0.20883,2137016.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,BGD,6,24.5,-0.22836,1208829.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,GBR,7,14.4,-0.46925,329044.34,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,DEU,8,13.9,-0.48139,741821.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,NLD,9,6.0,-0.66867,75722.16,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870322,SGP,10,0.0,-0.81195,1082.86,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,SAU,1,100.0,0.46868,25141140.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,ARE,2,61.0,-0.14214,4022803.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,USA,3,44.4,-0.40311,771712.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,DEU,4,43.8,-0.41274,888306.25,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,NLD,5,30.9,-0.61441,178523.08,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,GBR,6,30.6,-0.6197,95262.16,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,CHN,7,24.8,-0.71112,72088.88,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,SGP,8,16.6,-0.83905,147.85,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,HKG,9,7.8,-0.97733,31.86,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870323,BGD,10,0.0,-1.09928,860.66,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,USA,1,100.0,2.10593,410167100.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,DEU,2,71.9,1.31902,162478990.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,ARE,3,60.3,0.99367,38045970.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,GBR,4,57.4,0.91122,45628436.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,NLD,5,52.2,0.76593,43858850.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,BGD,6,51.5,0.74852,42747440.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,SGP,7,49.6,0.69511,37906460.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,CHN,8,46.4,0.60447,33903650.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,SAU,9,27.2,0.06586,9035657.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
870899,HKG,10,0.0,-0.69563,209420.4,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,BGD,1,100.0,1.02764,61541990.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,ARE,2,86.2,0.78546,30488220.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,SAU,3,61.1,0.34388,11418220.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,USA,4,52.7,0.19606,7080132.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,GBR,5,41.8,0.00405,4198837.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,NLD,6,41.7,0.00154,3660081.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,DEU,7,32.2,-0.165,3255383.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,SGP,8,22.7,-0.33319,1559823.9,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,CHN,9,2.2,-0.69293,55837.01,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
871120,HKG,10,0.0,-0.73226,35007.44,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
